DOI,References,Score,Title,Authors,Year,Abstract
10.1016/s0019-9958(64)90223-2,[],0.668642,A formal theory of inductive inference. Part I,R.J. Solomonoff,1964.0,
10.1109/tit.1978.1055913,[],0.668112,Complexity-based induction systems: Comparisons and convergence theorems,R. Solomonoff,1978.0,
10.1023/a:1007383707642,[],0.666753,"Shifting Inductive Bias with Success-Story Algorithm, Adaptive Levin Search, and Incremental Self-Improvement",Jürgen Schmidhuber; Jieyu Zhao; Marco Wiering,1997.0,
10.1111/j.2517-6161.1979.tb01066.x,[],0.664905,Reference Posterior Distributions for Bayesian Inference,Jose M. Bernardo,1979.0,"<jats:title>Summary</jats:title>
               <jats:p>A procedure is proposed to derive reference posterior distributions which approximately describe the inferential content of the data without incorporating any other information. More explicitly, operational priors, derived from information-theoretical considerations, are used to obtain reference posteriors which may be expected to approximate the posteriors which would have been obtained with the use of proper priors describing vague initial states of knowledge. The results obtained unify and generalize some previous work and seem to overcome criticisms to which this has been subject."
10.1109/18.54897,[],0.665852,Information-theoretic asymptotics of Bayes methods,B.S. Clarke; A.R. Barron,1990.0,
10.1109/tit.2005.844059,[],0.666299,Clustering by Compression,R. Cilibrasi; P.M.B. Vitanyi,2005.0,
10.2307/2981683,[],0.664415,Present Position and Potential Developments: Some Personal Views: Statistical Theory: The Prequential Approach,A. P. Dawid,1984.0,
10.1016/0304-3975(83)90139-1,[],0.663775,On the relation between descriptional complexity and algorithmic probability,Péter Gács,1983.0,
10.1006/jcss.2000.1743,[],0.664668,New Error Bounds for Solomonoff Prediction,Marcus Hutter,2001.0,
10.1109/tit.2003.814488,[],0.662948,Convergence and loss bounds for bayesian sequence prediction,M. Hutter,2003.0,
10.1109/18.651051,[],0.666554,Laplace's law of succession and universal encoding,R.E. Krichevskiy,1998.0,
10.1080/01621459.1996.10477003,[],0.666423,The Selection of Prior Distributions by Formal Rules,Robert E. Kass; Larry Wasserman,1996.0,
10.1109/tit.1976.1055501,[],0.666266,On the Complexity of Finite Sequences,A. Lempel; J. Ziv,1976.0,
10.1109/18.720534,[],0.663788,Universal prediction,N. Merhav; M. Feder,1998.0,
10.1214/aos/1176346150,[],0.665602,A Universal Prior for Integers and Estimation by Minimum Description Length,Jorma Rissanen,1983.0,
10.1142/s0129054102001291,[],0.667882,HIERARCHIES OF GENERALIZED KOLMOGOROV COMPLEXITIES AND NONENUMERABLE UNIVERSAL MEASURES COMPUTABLE IN THE LIMIT,JÜRGEN SCHMIDHUBER,2002.0,"<jats:p> The traditional theory of Kolmogorov complexity and algorithmic probability focuses on monotone Turing machines with one-way write-only output tape. This naturally leads to the universal enumerable Solomonoff-Levin measure. Here we introduce more general, nonenumerable but cumulatively enumerable measures (CEMs) derived from Turing machines with lexicographically nondecreasing output and random input, and even more general approximable measures and distributions computable in the limit. We obtain a natural hierarchy of generalizations of algorithmic probability and Kolmogorov complexity, suggesting that the ""true"" information content of some (possibly infinite) bitstring x is the size of the shortest nonhalting program that converges to x and nothing but x on a Turing machine that can edit its previous outputs. Among other things we show that there are objects computable in the limit yet more random than Chaitin's ""number of wisdom"" Omega, that any approximable measure of x is small for any x lacking a short description, that there is no universal approximable distribution, that there is a universal CEM, and that any nonenumerable CEM of x is small for any x lacking a short enumerating program. We briefly mention consequences for universes sampled from such priors. "
10.1023/b:mach.0000015880.99707.b2,[],0.666083,Optimal Ordered Problem Solver,Jürgen Schmidhuber,2004.0,
10.1109/acv.1994.341300,[],0.664544,Parameterisation of a stochastic model for human face identification,F.S. Samaria; A.C. Harter,,
10.1109/cvpr.1994.323814,[],0.662401,View-based and modular eigenspaces for face recognition,Pentland; Moghaddam; Starner,1994.0,
10.1117/12.191877,[],0.661602,&lt;title&gt;Face recognition using view-based and modular eigenspaces&lt;/title&gt;,Baback Moghaddam; Alexander P. Pentland,1994.0,
10.1016/0031-3203(94)90081-7,[],0.663409,Signature verification using global and grid features,Yingyong Qi; Bobby R. Hunt,1994.0,
10.1007/bf00239352,[],0.660941,Visual neurones responsive to faces in the monkey temporal cortex,D.I. Perrett; E.T. Rolls; W. Caan,1982.0,
10.1007/3-540-60268-2_326,[],0.66195,Learning human face detection in cluttered scenes,Kah -Kay Sung; Tomaso Poggio,1995.0,
10.1162/neco.1994.6.6.1289,[],0.666211,Boosting and Other Ensemble Methods,Harris Drucker; Corinna Cortes; L. D. Jackel; Yann LeCun; Vladimir Vapnik,1994.0,"<jats:p> We compare the performance of three types of neural network-based ensemble techniques to that of a single neural network. The ensemble algorithms are two versions of boosting and committees of neural networks trained independently. For each of the four algorithms, we experimentally determine the test and training error curves in an optical character recognition (OCR) problem as both a function of training set size and computational cost using three architectures. We show that a single machine is best for small training set size while for large training set size some version of boosting is best. However, for a given computational cost, boosting is always best. Furthermore, we show a surprising result for the original boosting algorithm: namely, that as the training set size increases, the training error decreases until it asymptotes to the test error rate. This has potential implications in the search for better training algorithms. "
10.1162/neco.1995.7.5.867,[],0.664094,Methods For Combining Experts' Probability Assessments,Robert A. Jacobs,1995.0,"<jats:p> This article reviews statistical techniques for combining multiple probability distributions. The framework is that of a decision maker who consults several experts regarding some events. The experts express their opinions in the form of probability distributions. The decision maker must aggregate the experts' distributions into a single distribution that can be used for decision making. Two classes of aggregation methods are reviewed. When using a supra Bayesian procedure, the decision maker treats the expert opinions as data that may be combined with its own prior distribution via Bayes' rule. When using a linear opinion pool, the decision maker forms a linear combination of the expert opinions. The major feature that makes the aggregation of expert opinions difficult is the high correlation or dependence that typically occurs among these opinions. A theme of this paper is the need for training procedures that result in experts with relatively independent opinions or for aggregation methods that implicitly or explicitly model the dependence among the experts. Analyses are presented that show that m dependent experts are worth the same as k independent experts where k ≤ m. In some cases, an exact value for k can be given; in other cases, lower and upper bounds can be placed on k. "
