DOI,Title,Authors,Year,References,Score,Layer
10.1037/h0026767,Release of norepinephrine from hypothalamus and amygdala by rewarding medial forebrain bundle stimulation and amphetamine.,Larry Stein; C. David. Wise,1969.0,,,3
10.1007/bf00421222,Effects of apomorphine on self-stimulation behavior,C. L. E. Broekkamp; J. M. van Rossum,1974.0,,,3
10.1016/0091-3057(76)90200-8,Catecholamines and self-stimulation: Evidence suggesting a reinforcing role for noradrenaline and a motivating role for dopamine,L.J. Herberg; D.N. Stephens; K.B.J. Franklin,1976.0,,,3
10.1016/0006-8993(69)90003-1,The prefrontal cortex of the rat. I. cortical projection of the mediodorsal nucleus. II. efferent connections,Christiana M. Leonard,1969.0,,,3
10.1016/0006-8993(77)90960-x,Catecholamines in neocortex of rhesus monkeys: regional distribution and ontogenetic development,Roger Mac Brown; Patricia S. Goldman,1977.0,,,3
10.1016/0304-3940(75)90036-1,Differential effects on self-stimulation and motor behaviour produced by microintracranial injections of a dopamine-receptor blocking agent,F. Mora; A.M. Sanguinetti; E.T. Rolls; S.G. Shaw,1975.0,,,3
10.1037/h0081676,"The role of dopamine in maintaining intracranial self-stimulation in the ventral tegmentum, nucleus accumbens, and medial prefrontal cortex.",Anthony G. Phillips; Hans C. Fibiger,1978.0,,,3
10.1016/0091-3057(74)90103-8,"Noradrenaline, dopamine, and brain-stimulation reward",E.T. Rolls; P.H. Kelly; S.G. Shaw,1974.0,,,3
10.1016/0091-3057(73)90083-x,Effects of apomorphine on self-stimulation,Jacques St-Laurent; Robert R. Leclerc; Mary L. Mitchell; Theris E. Miliaressis,1973.0,,,3
10.1007/bf00422799,Intracranial self-stimulation in rats as a function of various stimulus parameters,A. Wauquier; C. J. E. Niemegeers,1972.0,,,3
10.1007/bf00421431,Intracranial self-stimulation in rats as a function of various stimulus parameters,A. Wauquier; C. J. E. Niemegeers,1973.0,,,3
10.1016/0006-8993(71)90272-1,Central catecholamine turnover and self-stimulation behaviour,Gordon Arbuthnott; Kjell Fuxe; Urban Ungerstedt,1971.0,,,3
10.1016/0304-3940(77)90018-0,Reward-aversion analysis of rat mesencephalon,Dale M. Atrens; Deirdre M. Cobbin; George Paxinos,1977.0,,,3
10.1016/0031-9384(74)90313-8,Cerebellar stimulation in the rat: Complex stimulation-bound oral behaviors and self-stimulation,Gordon G. Ball; David J. Micco; Gary G. Berntson,1974.0,,,3
10.1016/0006-8993(75)90885-9,Intracranial self-stimulation at sites in the dorsal medulla oblongata,David A. Carter; Anthony G. Phillips,1975.0,,,3
10.1016/0006-8993(76)90007-x,Evidence that self-stimulation of the region of the locus coeruleus in rats does not depend upon noradrenergic projections to telencephalon,Ronald M. Clavier; Hans C. Fibiger; Anthony G. Phillips,1976.0,,,3
10.1016/0006-8993(77)91025-3,Intracranial self-stimulation derived from entorhinal cortex,Timothy J. Collier; Scott Kurtzman; Aryeh Routtenberg,1977.0,,,3
10.1016/0006-8993(77)90047-6,Dorsal noradrenergic bundle lesions fail to disrupt self-stimulation from the region of locus coeruleus,Dale Corbett; Ronald W. Skelton; Roy A. Wise,1977.0,,,3
10.1016/0006-8993(79)90461-x,Intracranial self-stimulation in relation to the ascending noradrenergic fiber systems of the pontine tegmentum and caudal midbrain: A moveable electrode mapping study,Dale Corbett; Roy A. Wise,1979.0,,,3
10.1037/h0077391,Reward versus performance in self-stimulation: Electrode-specific effects of !a-methyl-p-tyrosine on reward in the rat.,Don E. Edmonds; C. R. Gallistel,1977.0,,,3
10.1002/cne.901800310,Catecholamine innervation of the basal forebrain IV. Topography of the dopamine projection to the basal forebrain and neostriatum,James H. Fallon; Robert Y. Moore,1978.0,,,3
10.1016/0304-3940(78)90160-x,Substantia nigra dopamine neurons: separate populations project to neostriatum and allocortex,James H. Fallon; Joseph N. Riley; Robert Y. Moore,1978.0,,,3
10.1146/annurev.pa.18.040178.000345,Drugs and Reinforcement Mechanisms: A Critical Review of the Catecholamine Theory,H C Fibiger,1978.0,,,3
10.1007/bf00428696,Decreased intracranial self-stimulation after neuroleptics or 6-hydroxydopamine: Evidence for mediation by motor deficits rather than by reduced reward,H. C. Fibiger; D. A. Carter; A. G. Phillips,1976.0,,,3
10.1037/h0077500,Neuroleptic-induced attenuation of brain stimulation reward in rats.,George Fouriezos; Peter Hansson; Roy A. Wise,1978.0,,,3
10.1016/0006-8993(76)90809-x,Pimozide-induced extinction of intracranial self-stimulation: response patterns rule out motor or performance deficits,George Fouriezos; Roy A. Wise,1976.0,,,3
10.1016/0091-3057(78)90361-1,Catecholamines and self-stimulation: Reward and performance effects dissociated,K.B.J. Franklin,1978.0,,,3
10.1007/bf00401545,Self-administration of d-amphetamine by rats,Roy Pickens; Wayne C. Harris,1968.0,,,3
10.1007/978-1-4684-2394-5_7,"Effects of Neuroleptics, Ethanol, Hypnotic-Sedatives, Tranquilizers, Narcotics, and Minor Stimulants in Aversive Paradigms",Giorgio Bignami,1978.0,,,3
10.1016/0165-0173(79)90017-1,Behavioral functions of the reticular formation,Jerome M. Siegel,1979.0,,,3
10.1016/0166-2236(79)90022-5,What is wrong with dopaminergic transmission in schizophrenia?,T.J. Crow,1979.0,,,3
10.1016/s0031-6997(25)06839-5,Brain dopamine receptors.,P Seeman,1980.0,,,3
10.1037/h0041029,"Schizotaxia, schizotypy, schizophrenia.",Paul E. Meehl,1962.0,,,3
10.1016/s0091-3057(80)80033-5,Action of drugs of abuse on brain reward systems,Roy A. Wise,1980.0,,,3
10.1007/bf00403631,The effects of chlorpromazine and secobarbital under two conditions of reinforcement on the performance of chronic schizophrenic subjects,Arje Latz; Conan Kornetsky,1965.0,,,3
10.1007/bf00492365,Blockade of intracranial self-stimulation by antipsychotic drugs: Failure to correlate with central alpha-noradrenergic blockade,Peter Zarevics; Edwin Weidley; Paulette Setler,1977.0,,,3
10.1016/0006-8993(73)90045-0,Organization by sensory modality in the reticular formation of the rat,Philip M. Groves; S. Walden Miller; M. Virginia Parker; George V. Rebec,1973.0,,,3
10.1126/science.173.4002.1103,Physiological Role of Pleasure,Michel Cabanac,1971.0,,,3
10.1017/s0140525x00009869,Reticulo-cortical activity and behavior: A critique of the arousal theory and a new synthesis,C.H. Vanderwolf; T.E. Robinson,1981.0,,,3
10.1001/archpsyc.1971.01750080089015,Chlorpromazine and Sleep in Psychiatric Patients,David J. Kupfer,1971.0,,,3
10.1901/jeab.1980.34-219,ECONOMIC CONCEPTS FOR THE ANALYSIS OF BEHAVIOR,Steven R. Hursh,1980.0,,,3
10.1126/science.7244622,Response Artifact in the Measurement of Neuroleptic-Induced Anhedonia,Aaron Ettenberg; George F. Koob; Floyd E. Bloom,1981.0,,,3
10.1016/0091-3057(81)90225-2,Pimozide attenuates acquisition of lever-pressing for food in rats,Roy A. Wise; Howard V. Schwartz,1981.0,,,3
10.3758/bf03335333,Effects of apomorphine and haloperidol on exploratory behavior and latent learning in mice,Sven Ahlenius; Jörgen Engel; Madeleine Zöller,1977.0,,,3
10.1016/0024-3205(81)90314-3,"Hyperactivity following injection of a glutamate agonist and 6, 7-ADTN into rat nucleus accumbens and its inhibition by THIP",Jørn Arnt,1981.0,,,3
10.1016/0006-8993(81)90187-6,"Modulation of slow postsynaptic potentials by dopamine, in rabbit sympathetic ganglion",John H. Ashe; Benjamin Libet,1981.0,,,3
10.1016/0091-3057(78)90296-4,Short-term memory in the rhesus monkey: Effects of dopamine blockade via acute haloperidol administration,Raymond T. Bartus,1978.0,,,3
10.1016/0091-3057(75)90121-5,Differential effects of intraventricular administration of 6-hydroxydopamine on behavior of rats in approach and avoidance procedures: Reversal of avoidance decrements by diazepam,Bernard Beer; Lane G. Lenard,1975.0,,,3
10.1016/0091-3057(82)90434-8,A comparison of the effects of pimozide and nonreinforcement on discriminated operant responding in rats,Richard J. Beninger,1982.0,,,3
10.1126/science.850798,Schedule Control of Behavior Reinforced by Electrical Stimulation of the Brain,Richard J. Beninger; France Bellisle; Peter M. Milner,1977.0,,,3
10.3758/bf03332973,The use of two operants to examine the nature of pimozide-induced decreases in responding for brain stimulation,Richard J. Beninger; Nelson L. Freedman,1982.0,,,3
10.1111/j.1476-5381.1981.tb09967.x,"THE ACQUISITION OF RESPONDING WITH CONDITIONED REINFORCEMENT: EFFECTS OF COCAINE, (+)‐AMPHETAMINE AND PIPRADROL",RICHARD J. BENINGER; DALE R. HANSON; ANTHONY G. PHILLIPS,1981.0,,,3
10.1016/0091-3057(80)90051-9,The use of conditioned defensive burying to test the effects of pimozide on associative learning,Richard J. Beninger; A.John MacLennan; John P.J. Pinel,1980.0,,,3
10.1007/bf00426515,The use of extinction to investigate the nature of neuroleptic-induced avoidance deficits,Richard J. Beninger; Stephen T. Mason; Anthony G. Phillips; Hans C. Fibiger,1980.0,,,3
10.1007/bf00432132,The effect of pimozide on the establishment of conditioned reinforcement,Richard J. Beninger; Anthony G. Phillips,1980.0,,,3
10.1016/0091-3057(81)90110-6,The effects of pimozide during pairing on the transfer of classical conditioning to an operant discrimination,Richard J. Beninger; Anthony G. Phillips,1981.0,,,3
10.1016/0091-3057(83)90290-3,Prior training and intermittent retraining attenuate pimozide-induced avoidance deficits,Richard J. Beninger; Anthony G. Phillips; H.C. Fibiger,1983.0,,,3
10.1017/s0140525x00059380,How adaptive behavior is produced: a perceptual-motivational alternative to response reinforcements,Dalbir Bindra,1978.0,,,3
10.1038/215375a0,Motivational Effects of Rewarding Intracranial Stimulation,D. BINDRA; J. F. CAMPBELL,1967.0,,,3
10.1007/bf00432676,3H-flupenthixol binding in post-mortem brains of schizophrenics: Evidence for a selective increase in dopamine D2 receptors,A. J. Cross; T. J. Crow; F. Owen,1981.0,,,3
10.1016/0014-2999(74)90109-5,Rating the behavioral effects of amphetamine,Everett H. Ellinwood; Robert L. Balster,1974.0,,,3
10.1016/0091-3057(81)90208-2,Sensitization to the behavioral effects of cocaine: Modification by Pavlovian conditioning,Riley E. Hinson; Constantine X. Poulos,1981.0,,,3
10.1016/0006-8993(79)90206-3,Acute and chronic amphetamine treatments modulate striatal dopamine receptor binding sites,D.R. Howlett; S.R. Nahorski,1979.0,,,3
10.1192/bjp.137.4.379,Positive and Negative Schizophrenic Symptoms and the Role of Dopamine,A. V. P. Mackay,1980.0,,,3
10.1007/bf00401511,"Effects of CS-US interval on conditioning of drug response, with assessment of speed of conditioning",Roy W. Pickens; William F. Crowder,1967.0,,,3
10.1016/0024-3205(81)90157-0,Drug-environment interaction: Context dependency of cocaine-induced behavioral sensitization,Robert M. Post; Alexandre Lockfeld; Kathleen M. Squillace; Nancy R. Contel,1981.0,,,3
10.1016/0014-2999(71)90121-x,Comparative studies of various amphetamine analogues demonstrating different interactions with the metabolism of the catecholamines in the brain,Jørgen Scheel-Krüger,1971.0,,,3
10.1001/archpsyc.1972.01750260021004,Catecholamines in the Brain as Mediators of Amphetamine Psychosis,Solomon H. Snyder,1972.0,,,3
10.1016/0091-3057(73)90091-9,Conditioned drug effects and absence of tolerance to d-amphetamine induced motor activity,H.A. Tilson; R.H. Rech,1973.0,,,3
10.1126/science.566469,"Neuroleptic-Induced ""Anhedonia"" in Rats: Pimozide Blocks Reward Quality of Food",Roy A. Wise; Joan Spindler; Harriet deWit; Gary J. Gerberg,1978.0,,,3
10.1016/s0022-3565(25)32116-6,The use of conditioned suppression to evaluate the nature of neuroleptic-induced avoidance deficits.,R J Beninger; S T Mason; A G Phillips; H C Fibiger,1980.0,,,3
10.1037/h0081662,"Blockade of cocaine reinforcement in rats with the dopamine receptor blocker pimozide, but not with the noradrenergic blockers phentolamine or phenoxybenzamine.",Harriet de Wit; Roy A. Wise,1977.0,,,3
10.1016/0091-3057(86)90392-8,Haloperidol induces a partial reinforcement extinction effect in rats: Implications for a dopamine involvement in food reward,Aaron Ettenberg; Carter H. Camp,1986.0,,,3
10.1016/0091-3057(86)90117-6,A partial reinforcement extinction effect in water-reinforced rats intermittently treated with haloperidol,Aaron Ettenberg; Carter H. Camp,1986.0,,,3
10.1016/0091-3057(81)90196-9,Use of operant response duration to distinguish the effects of haloperidol from nonreward,William O. Faustman; Stephen C. Fowler,1981.0,,,3
10.1016/0091-3057(86)90150-4,"Effects of pimozide on emitted force, duration and rate of operant response maintained at low and high levels of required force",Stephen C. Fowler; Sandra E. Gramling; Reuy-Ming Liao,1986.0,,,3
10.1016/0091-3057(86)90389-8,Effects of haloperidol on the biophysical characteristics of operant responding: Implications for motor and reinforcement processes,Stephen C. Fowler; Mary M. LaCerra; Aaron Ettenberg,1986.0,,,3
10.1016/0091-3057(79)90299-5,Pimozide-induced extinction in rats: Stimulus control of responding rules out motor deficit,K.B.J. Franklin; S.N. McCoy,1979.0,,,3
10.1016/0361-9230(89)90224-4,The use of place conditioning in studying the neuropharmacology of drug reinforcement,Diane C. Huffman,1989.0,,,3
10.1007/bf00432512,The effects of pimozide on the establishment of conditioned reinforcement as a function of the amount of conditioning,Diane C. Hoffman; Richard J. Beninger,1985.0,,,3
10.1016/0091-3057(86)90348-5,Feeding behavior in rats is differentially affected by pimozide treatment depending on prior experience,Diane C. Hoffman; Richard J. Beninger,1986.0,,,3
10.1016/0091-3057(80)90453-0,Pimozide-induced suppression of responding: Evidence against a block of food reward,Stephen T Mason; Richard J Beninger; Hans C Fibiger; Anthony G Phillips,1980.0,,,3
10.1016/0006-8993(86)90598-6,Dopaminergic substrates of cocaine-induced place conditioning,Michael A. Morency; Richard J. Beninger,1986.0,,,3
10.1007/bf00735892,Cocaine-induced place conditioning: importance of route of administration and other procedural variables,G. G. Nomikos; C. Spyraki,1988.0,,,3
10.1007/bf00310507,Different effects of haloperidol and extinction on instrumental behaviours,John D. Salamone,1986.0,,,3
10.1007/bf00432775,Attenuation by haloperidol of place preference conditioning using food reinforcement,C. Spyraki; H. C. Fibiger; A. G. Phillips,1982.0,,,3
10.1038/228477a0,Development of the Brain depends on the Visual Environment,COLIN BLAKEMORE; GRAHAME F. COOPER,1970.0,,,3
10.1103/revmodphys.34.135,Analysis of a Four-Layer Series-Coupled Perceptron. II,H. D. Block; B. W. Knight; F. Rosenblatt,1962.0,,,3
10.1109/tssc.1969.300225,Visual Feature Extraction by a Multilayered Network of Analog Threshold Elements,Kunihiko Fukushima,1969.0,,,3
10.1007/bf00571695,A feature extractor for curvilinear patterns: a design suggested by the mammalian visual system,Kunihiko Fukushima,1970.0,,,3
10.1113/jphysiol.1959.sp006308,Receptive fields of single neurones in the cat's striate cortex,D. H. Hubel; T. N. Wiesel,1959.0,,,3
10.1007/bf00288907,Self-organization of orientation sensitive cells in the striate cortex,Chr. von der Malsburg,1973.0,,,3
10.1113/jphysiol.1969.sp008820,A theory of cerebellar cortex,David Marr,1969.0,,,3
10.1098/rspb.1970.0040,A theory for cerebral neocortex,,1970.0,,,3
10.1007/bf00234062,A quantitative study of the projection area of the central and the paracentral visual field in area 17 of the cat,K. Albus,1975.0,,,3
10.1113/jphysiol.1964.sp007463,Retinal ganglion cells responding selectively to direction and speed of image motion in the rabbit,H. B. Barlow; R. M. Hill; W. R. Levick,1964.0,,,3
10.1113/jphysiol.1962.sp006991,The determination of the projection of the visual field on to the lateral geniculate nucleus in the cat,P. O. Bishop; W. Kozak; W. R. Levick; G. J. Vakkur,1962.0,,,3
10.1007/bf00234129,Lateral inhibition between orientation detectors in the cat's visual cortex,Colin Blakemore; ElisabethA. Tobin,1972.0,,,3
10.1093/brain/49.1.1,THE PROJECTION OF THE RETINA IN THE PRIMARY OPTIC NEURON IN MONKEYS,B. BROUWER; W. P. C. ZEEMAN,1926.0,,,3
10.1016/0006-8993(75)90749-0,Transneuronal transport of tritiated fucose and proline in the visual pathways of tree shrew Tupaia glis,V.A. Casagrande; J.K. Harting,1975.0,,,3
10.1016/0006-8993(72)90344-7,The autoradiographic demonstration of axonal connections in the central nervous system,W.M. Cowan; D.I. Gottlieb; Anita E. Hendrickson; J.L. Price; T.A. Woolsey,1972.0,,,3
10.1016/0006-8993(74)90607-6,Autoradiography of tritiated proline and fucose transported transneuronally from the eye to the visual cortex in pigmented and albino mice,Ursula C. Dräger,1974.0,,,3
10.1002/cne.901600302,Receptive fields of single cells and topography in mouse visual cortex,Ursula C. Dräger,1975.0,,,3
